"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"547.20","t177612","2008-02-29",1,1,"A5000A","2008","G","2007breeder"
"547.21","t177612","2008-08-29",1,1,"A5000A","2008","G","2007breeder"
"547.22","t177612","2008-08-30",5,5,"A5000A","2008","G","2007breeder"
"547.23","t177612","2008-08-31",2,2,"A5000A","2008","G","2007breeder"
"547.24","t177612","2008-09-01",1,1,"A5000A","2008","G","2007breeder"
"547.25","t177612","2008-09-19",3,3,"A5000A","2008","G","2007breeder"
"547.26","t177612","2008-09-20",2,2,"A5000A","2008","G","2007breeder"
"547.27","t177612","2008-10-07",3,3,"A5000A","2008","G","2007breeder"
"547.28","t177612","2008-10-08",1,1,"A5000A","2008","G","2007breeder"
"547.29","t177612","2008-10-09",2,2,"A5000A","2008","G","2007breeder"
"547.30","t177612","2008-10-11",1,1,"A5000A","2008","G","2007breeder"
"547.31","t177612","2008-10-23",3,3,"A5000A","2008","G","2007breeder"
"547.32","t177612","2008-10-27",6,6,"A5000A","2008","G","2007breeder"
"547.33","t177612","2008-10-29",1,1,"A5000A","2008","G","2007breeder"
"547.34","t177612","2008-11-07",4,4,"A5000A","2008","G","2007breeder"
"547.35","t177612","2008-11-15",2,2,"A5000A","2008","G","2007breeder"
"547.36","t177612","2008-12-09",2,2,"A5000A","2008","G","2007breeder"
"547.37","t177612","2009-01-08",6,6,"A5000A","2009","G","2007breeder"
"547.38","t177612","2009-01-14",10,11,"A5000A","2009","G","2007breeder"
"547.39","t177612","2009-01-15",4,4,"A5000A","2009","G","2007breeder"
"547.40","t177612","2009-01-26",5,5,"A5000A","2009","G","2007breeder"
"547.41","t177612","2009-01-27",4,5,"A5000A","2009","G","2007breeder"
"547.42","t177612","2009-01-30",3,3,"A5000A","2009","G","2007breeder"
"547.43","t177612","2009-01-31",7,7,"A5000A","2009","G","2007breeder"
"547.44","t177612","2009-02-16",4,4,"A5000A","2009","G","2007breeder"
"547.45","t177612","2009-02-17",9,9,"A5000A","2009","G","2007breeder"
"547.46","t177612","2009-02-26",1,2,"A5000A","2009","G","2007breeder"
"547.47","t177612","2009-02-27",5,5,"A5000A","2009","G","2007breeder"
"5492","tl37471","2008-09-26",9,10,"A50064","2008","G","2008pullus"
"5492.1","tl37471","2008-10-02",2,2,"A50064","2008","G","2008pullus"
"4204","e018354","2008-08-24",25,25,"A50086","2008","G","2008breeder"
"4204.1","e018354","2008-08-25",40,42,"A50086","2008","G","2008breeder"
"4204.2","e018354","2008-08-26",9,10,"A50086","2008","G","2008breeder"
"4204.3","e018354","2008-08-28",13,13,"A50086","2008","G","2008breeder"
"4204.4","e018354","2008-08-29",20,23,"A50086","2008","G","2008breeder"
"4204.5","e018354","2008-08-30",7,7,"A50086","2008","G","2008breeder"
"4204.6","e018354","2008-08-31",1,1,"A50086","2008","G","2008breeder"
"4204.7","e018354","2008-09-09",25,26,"A50086","2008","G","2008breeder"
"4204.8","e018354","2008-09-10",22,22,"A50086","2008","G","2008breeder"
"4204.9","e018354","2008-09-11",9,12,"A50086","2008","G","2008breeder"
"4204.10","e018354","2008-09-18",14,15,"A50086","2008","G","2008breeder"
"4204.11","e018354","2008-09-19",25,27,"A50086","2008","G","2008breeder"
"4204.12","e018354","2008-09-20",2,2,"A50086","2008","G","2008breeder"
"4204.13","e018354","2008-09-22",1,1,"A50086","2008","G","2008breeder"
"4204.14","e018354","2008-09-25",32,35,"A50086","2008","G","2008breeder"
"4204.15","e018354","2008-09-26",35,38,"A50086","2008","G","2008breeder"
"4204.16","e018354","2008-09-27",1,1,"A50086","2008","G","2008breeder"
"4204.17","e018354","2008-09-28",1,1,"A50086","2008","G","2008breeder"
"4204.18","e018354","2008-10-13",34,36,"A50086","2008","G","2008breeder"
"4204.19","e018354","2008-10-14",22,22,"A50086","2008","G","2008breeder"
"4204.20","e018354","2008-10-15",1,1,"A50086","2008","G","2008breeder"
"4204.21","e018354","2008-10-16",13,14,"A50086","2008","G","2008breeder"
"4204.22","e018354","2008-10-17",47,50,"A50086","2008","G","2008breeder"
"4204.23","e018354","2008-10-18",34,41,"A50086","2008","G","2008breeder"
"4204.24","e018354","2008-10-19",28,29,"A50086","2008","G","2008breeder"
"4204.25","e018354","2008-10-29",1,1,"A50086","2008","G","2008breeder"
"4204.26","e018354","2008-10-30",14,14,"A50086","2008","G","2008breeder"
"4204.27","e018354","2008-10-31",45,45,"A50086","2008","G","2008breeder"
"4204.28","e018354","2008-11-01",10,12,"A50086","2008","G","2008breeder"
"4204.29","e018354","2008-11-04",24,25,"A50086","2008","G","2008breeder"
"4204.30","e018354","2008-11-05",2,2,"A50086","2008","G","2008breeder"
"4204.31","e018354","2008-11-11",24,24,"A50086","2008","G","2008breeder"
"4204.32","e018354","2008-11-12",49,50,"A50086","2008","G","2008breeder"
"4204.33","e018354","2008-11-18",15,15,"A50086","2008","G","2008breeder"
"4204.34","e018354","2008-11-19",12,14,"A50086","2008","G","2008breeder"
"4204.35","e018354","2008-11-20",27,28,"A50086","2008","G","2008breeder"
"4204.36","e018354","2008-11-21",36,40,"A50086","2008","G","2008breeder"
"4204.37","e018354","2008-11-22",10,10,"A50086","2008","G","2008breeder"
"4204.38","e018354","2008-12-11",4,4,"A50086","2008","G","2008breeder"
"4204.39","e018354","2008-12-12",33,34,"A50086","2008","G","2008breeder"
"4204.40","e018354","2008-12-13",14,15,"A50086","2008","G","2008breeder"
"4204.41","e018354","2008-12-19",19,20,"A50086","2008","G","2008breeder"
"4204.42","e018354","2008-12-24",15,19,"A50086","2008","G","2008breeder"
"4204.43","e018354","2009-01-02",8,8,"A50086","2009","G","2008breeder"
"4204.44","e018354","2009-01-03",1,1,"A50086","2009","G","2008breeder"
"4204.45","e018354","2009-01-08",2,2,"A50086","2009","G","2008breeder"
"4204.46","e018354","2009-01-10",1,1,"A50086","2009","G","2008breeder"
"4204.47","e018354","2009-01-17",6,6,"A50086","2009","G","2008breeder"
"4204.48","e018354","2009-01-18",24,24,"A50086","2009","G","2008breeder"
"4204.49","e018354","2009-01-19",33,33,"A50086","2009","G","2008breeder"
"4204.50","e018354","2009-01-20",21,22,"A50086","2009","G","2008breeder"
"4204.51","e018354","2009-01-21",38,38,"A50086","2009","G","2008breeder"
"4204.52","e018354","2009-01-22",5,5,"A50086","2009","G","2008breeder"
"4204.53","e018354","2009-01-23",21,21,"A50086","2009","G","2008breeder"
"4204.54","e018354","2009-01-24",22,24,"A50086","2009","G","2008breeder"
"4204.55","e018354","2009-01-26",1,1,"A50086","2009","G","2008breeder"
"4204.56","e018354","2009-01-28",9,9,"A50086","2009","G","2008breeder"
"4204.57","e018354","2009-01-30",20,20,"A50086","2009","G","2008breeder"
"4204.58","e018354","2009-01-31",23,24,"A50086","2009","G","2008breeder"
"4204.59","e018354","2009-02-03",2,2,"A50086","2009","G","2008breeder"
"4204.60","e018354","2009-02-04",40,40,"A50086","2009","G","2008breeder"
"4204.61","e018354","2009-02-05",41,42,"A50086","2009","G","2008breeder"
"4204.62","e018354","2009-02-06",36,37,"A50086","2009","G","2008breeder"
"4204.63","e018354","2009-02-07",3,3,"A50086","2009","G","2008breeder"
"4204.64","e018354","2009-02-08",8,9,"A50086","2009","G","2008breeder"
"4204.65","e018354","2009-02-10",2,2,"A50086","2009","G","2008breeder"
"4204.66","e018354","2009-02-16",1,1,"A50086","2009","G","2008breeder"
"4204.67","e018354","2009-02-21",27,28,"A50086","2009","G","2008breeder"
"4204.68","e018354","2009-02-23",6,6,"A50086","2009","G","2008breeder"
"4204.69","e018354","2009-02-24",16,17,"A50086","2009","G","2008breeder"
"4204.70","e018354","2009-02-25",28,31,"A50086","2009","G","2008breeder"
"4204.71","e018354","2009-03-10",57,62,"A50086","2009","G","2008breeder"
"4204.72","e018354","2009-03-11",45,47,"A50086","2009","G","2008breeder"
"4204.73","e018354","2009-03-12",19,22,"A50086","2009","G","2008breeder"
"4204.74","e018354","2009-10-11",10,11,"A50086","2009","G","2008breeder"
"4204.75","e018354","2009-11-12",4,4,"A50086","2009","G","2008breeder"
"4204.76","e018354","2009-12-04",15,15,"A50086","2009","G","2008breeder"
"4204.77","e018354","2009-12-05",1,1,"A50086","2009","G","2008breeder"
"4204.78","e018354","2010-02-04",17,18,"A50086","2010","G","2008breeder"
"4204.79","e018354","2010-02-05",27,29,"A50086","2010","G","2008breeder"
"4204.80","e018354","2010-02-10",22,22,"A50086","2010","G","2008breeder"
"4204.81","e018354","2010-02-24",25,26,"A50086","2010","G","2008breeder"
"99","t640705","2008-10-03",23,24,"A50097","2008","G","2007/08winter"
"99.1","t640705","2008-10-04",1,1,"A50097","2008","G","2007/08winter"
"99.2","t640705","2009-01-03",1,1,"A50097","2009","G","2007/08winter"
"316","j644993","2007-11-22",1,2,"A500BA","2007","G","2007breeder"
"316.1","j644993","2007-11-25",21,21,"A500BA","2007","G","2007breeder"
"316.2","j644993","2007-11-26",12,13,"A500BA","2007","G","2007breeder"
"316.3","j644993","2007-11-30",25,25,"A500BA","2007","G","2007breeder"
"316.4","j644993","2007-12-01",1,1,"A500BA","2007","G","2007breeder"
"316.5","j644993","2007-12-05",29,29,"A500BA","2007","G","2007breeder"
"316.6","j644993","2007-12-06",7,7,"A500BA","2007","G","2007breeder"
"316.7","j644993","2007-12-10",3,3,"A500BA","2007","G","2007breeder"
"316.8","j644993","2007-12-11",38,38,"A500BA","2007","G","2007breeder"
"316.9","j644993","2007-12-12",15,17,"A500BA","2007","G","2007breeder"
"316.10","j644993","2007-12-21",22,23,"A500BA","2007","G","2007breeder"
"316.11","j644993","2007-12-23",19,21,"A500BA","2007","G","2007breeder"
"316.12","j644993","2007-12-25",18,19,"A500BA","2007","G","2007breeder"
"316.13","j644993","2007-12-27",1,1,"A500BA","2007","G","2007breeder"
"316.14","j644993","2007-12-30",15,16,"A500BA","2007","G","2007breeder"
"316.15","j644993","2008-01-08",38,41,"A500BA","2008","G","2007breeder"
"316.16","j644993","2008-01-09",2,2,"A500BA","2008","G","2007breeder"
"316.17","j644993","2008-01-11",32,35,"A500BA","2008","G","2007breeder"
"316.18","j644993","2008-01-12",11,11,"A500BA","2008","G","2007breeder"
"316.19","j644993","2008-01-13",23,23,"A500BA","2008","G","2007breeder"
"316.20","j644993","2008-01-14",27,28,"A500BA","2008","G","2007breeder"
"316.21","j644993","2008-01-15",18,18,"A500BA","2008","G","2007breeder"
"316.22","j644993","2008-01-17",16,17,"A500BA","2008","G","2007breeder"
"316.23","j644993","2008-01-18",7,7,"A500BA","2008","G","2007breeder"
"316.24","j644993","2008-01-21",34,36,"A500BA","2008","G","2007breeder"
"316.25","j644993","2008-01-22",13,13,"A500BA","2008","G","2007breeder"
"316.26","j644993","2008-01-28",18,19,"A500BA","2008","G","2007breeder"
"316.27","j644993","2008-01-29",20,20,"A500BA","2008","G","2007breeder"
"316.28","j644993","2008-01-30",31,33,"A500BA","2008","G","2007breeder"
"316.29","j644993","2008-01-31",18,18,"A500BA","2008","G","2007breeder"
"316.30","j644993","2008-02-01",1,1,"A500BA","2008","G","2007breeder"
"316.31","j644993","2008-02-02",15,16,"A500BA","2008","G","2007breeder"
"316.32","j644993","2008-02-04",42,45,"A500BA","2008","G","2007breeder"
"316.33","j644993","2008-02-05",14,14,"A500BA","2008","G","2007breeder"
"316.34","j644993","2008-02-09",4,5,"A500BA","2008","G","2007breeder"
"316.35","j644993","2008-02-11",3,3,"A500BA","2008","G","2007breeder"
"316.36","j644993","2008-02-12",30,34,"A500BA","2008","G","2007breeder"
"316.37","j644993","2008-02-13",27,29,"A500BA","2008","G","2007breeder"
"316.38","j644993","2008-02-14",13,14,"A500BA","2008","G","2007breeder"
"316.39","j644993","2008-02-15",34,35,"A500BA","2008","G","2007breeder"
"316.40","j644993","2008-02-16",4,4,"A500BA","2008","G","2007breeder"
"316.41","j644993","2008-02-17",1,1,"A500BA","2008","G","2007breeder"
"316.42","j644993","2008-02-19",16,16,"A500BA","2008","G","2007breeder"
"316.43","j644993","2008-02-22",17,17,"A500BA","2008","G","2007breeder"
"316.44","j644993","2008-02-23",27,28,"A500BA","2008","G","2007breeder"
"316.45","j644993","2008-02-24",25,26,"A500BA","2008","G","2007breeder"
"316.46","j644993","2008-02-29",28,30,"A500BA","2008","G","2007breeder"
"316.47","j644993","2008-09-12",41,44,"A500BA","2008","G","2007breeder"
"316.48","j644993","2008-09-13",20,22,"A500BA","2008","G","2007breeder"
"316.49","j644993","2008-09-18",13,13,"A500BA","2008","G","2007breeder"
"316.50","j644993","2008-09-19",5,5,"A500BA","2008","G","2007breeder"
"316.51","j644993","2008-09-29",9,11,"A500BA","2008","G","2007breeder"
"316.52","j644993","2008-09-30",24,26,"A500BA","2008","G","2007breeder"
"316.53","j644993","2008-10-01",11,12,"A500BA","2008","G","2007breeder"
"316.54","j644993","2008-10-03",32,34,"A500BA","2008","G","2007breeder"
"316.55","j644993","2008-10-04",1,1,"A500BA","2008","G","2007breeder"
"316.56","j644993","2008-10-06",5,5,"A500BA","2008","G","2007breeder"
"316.57","j644993","2008-10-07",4,4,"A500BA","2008","G","2007breeder"
"316.58","j644993","2008-10-08",1,1,"A500BA","2008","G","2007breeder"
"316.59","j644993","2008-10-09",18,18,"A500BA","2008","G","2007breeder"
"316.60","j644993","2008-10-10",18,21,"A500BA","2008","G","2007breeder"
"316.61","j644993","2008-10-14",12,12,"A500BA","2008","G","2007breeder"
"316.62","j644993","2008-10-15",1,1,"A500BA","2008","G","2007breeder"
"316.63","j644993","2008-10-21",16,16,"A500BA","2008","G","2007breeder"
"316.64","j644993","2008-11-01",1,1,"A500BA","2008","G","2007breeder"
"316.65","j644993","2008-11-11",16,17,"A500BA","2008","G","2007breeder"
"316.66","j644993","2008-11-12",23,25,"A500BA","2008","G","2007breeder"
"316.67","j644993","2008-11-20",12,13,"A500BA","2008","G","2007breeder"
"316.68","j644993","2008-11-21",12,14,"A500BA","2008","G","2007breeder"
"901","te80622","2007-10-10",13,13,"A500D2","2007","G","2007breeder"
"901.1","te80622","2007-10-11",13,13,"A500D2","2007","G","2007breeder"
"901.2","te80622","2007-10-12",11,11,"A500D2","2007","G","2007breeder"
"901.3","te80622","2007-10-13",1,2,"A500D2","2007","G","2007breeder"
"901.4","te80622","2007-10-14",1,1,"A500D2","2007","G","2007breeder"
"901.5","te80622","2007-10-25",1,1,"A500D2","2007","G","2007breeder"
"901.6","te80622","2007-10-27",4,4,"A500D2","2007","G","2007breeder"
"901.7","te80622","2007-10-28",4,4,"A500D2","2007","G","2007breeder"
"901.8","te80622","2007-11-01",1,1,"A500D2","2007","G","2007breeder"
"901.9","te80622","2007-11-02",2,3,"A500D2","2007","G","2007breeder"
"901.10","te80622","2007-11-27",1,1,"A500D2","2007","G","2007breeder"
"901.11","te80622","2007-12-01",6,6,"A500D2","2007","G","2007breeder"
"901.12","te80622","2007-12-07",9,9,"A500D2","2007","G","2007breeder"
"901.13","te80622","2007-12-09",10,12,"A500D2","2007","G","2007breeder"
"901.14","te80622","2007-12-11",14,14,"A500D2","2007","G","2007breeder"
"901.15","te80622","2008-01-06",2,2,"A500D2","2008","G","2007breeder"
"901.16","te80622","2008-01-12",10,10,"A500D2","2008","G","2007breeder"
"901.17","te80622","2008-01-13",3,3,"A500D2","2008","G","2007breeder"
"901.18","te80622","2008-01-24",3,3,"A500D2","2008","G","2007breeder"
"901.19","te80622","2008-01-25",7,8,"A500D2","2008","G","2007breeder"
"901.20","te80622","2008-01-26",3,3,"A500D2","2008","G","2007breeder"
"901.21","te80622","2008-01-27",1,1,"A500D2","2008","G","2007breeder"
"901.22","te80622","2008-01-30",5,5,"A500D2","2008","G","2007breeder"
"901.23","te80622","2008-02-08",3,3,"A500D2","2008","G","2007breeder"
"901.24","te80622","2008-02-09",1,1,"A500D2","2008","G","2007breeder"
"901.25","te80622","2008-02-22",4,4,"A500D2","2008","G","2007breeder"
"901.26","te80622","2008-02-23",3,3,"A500D2","2008","G","2007breeder"
"901.27","te80622","2008-02-27",1,1,"A500D2","2008","G","2007breeder"
"901.28","te80622","2008-02-28",1,1,"A500D2","2008","G","2007breeder"
"3518","tk27282","2007-12-11",12,12,"A50103","2007","G","2007pullus"
"3518.1","tk27282","2007-12-12",7,7,"A50103","2007","G","2007pullus"
"3518.2","tk27282","2007-12-21",5,6,"A50103","2007","G","2007pullus"
"3518.3","tk27282","2007-12-29",3,3,"A50103","2007","G","2007pullus"
"3518.4","tk27282","2007-12-30",18,19,"A50103","2007","G","2007pullus"
"3518.5","tk27282","2007-12-31",1,1,"A50103","2007","G","2007pullus"
"3518.6","tk27282","2008-01-01",1,1,"A50103","2008","G","2007pullus"
"3518.7","tk27282","2008-01-04",5,5,"A50103","2008","G","2007pullus"
"3518.8","tk27282","2008-01-05",27,29,"A50103","2008","G","2007pullus"
"3518.9","tk27282","2008-01-06",13,17,"A50103","2008","G","2007pullus"
"3518.10","tk27282","2008-01-11",13,13,"A50103","2008","G","2007pullus"
"3518.11","tk27282","2008-01-12",31,37,"A50103","2008","G","2007pullus"
"3518.12","tk27282","2008-01-13",4,4,"A50103","2008","G","2007pullus"
"3518.13","tk27282","2008-01-14",24,24,"A50103","2008","G","2007pullus"
"3518.14","tk27282","2008-01-16",55,56,"A50103","2008","G","2007pullus"
"3518.15","tk27282","2008-01-17",34,39,"A50103","2008","G","2007pullus"
"3518.16","tk27282","2008-01-18",20,24,"A50103","2008","G","2007pullus"
"3518.17","tk27282","2008-01-19",8,8,"A50103","2008","G","2007pullus"
"3518.18","tk27282","2008-01-21",23,24,"A50103","2008","G","2007pullus"
"3518.19","tk27282","2008-01-22",22,24,"A50103","2008","G","2007pullus"
"3518.20","tk27282","2008-01-23",11,11,"A50103","2008","G","2007pullus"
"3518.21","tk27282","2008-01-24",26,27,"A50103","2008","G","2007pullus"
"3518.22","tk27282","2008-01-25",42,42,"A50103","2008","G","2007pullus"
"3518.23","tk27282","2008-01-26",10,11,"A50103","2008","G","2007pullus"
"3518.24","tk27282","2008-01-27",2,2,"A50103","2008","G","2007pullus"
"3518.25","tk27282","2008-01-28",18,20,"A50103","2008","G","2007pullus"
"3518.26","tk27282","2008-01-29",22,22,"A50103","2008","G","2007pullus"
"3518.27","tk27282","2008-01-30",6,8,"A50103","2008","G","2007pullus"
"3518.28","tk27282","2008-02-08",45,47,"A50103","2008","G","2007pullus"
"3518.29","tk27282","2008-02-09",20,21,"A50103","2008","G","2007pullus"
"3518.30","tk27282","2008-02-10",1,1,"A50103","2008","G","2007pullus"
"3518.31","tk27282","2008-02-11",16,17,"A50103","2008","G","2007pullus"
"3518.32","tk27282","2008-02-12",23,24,"A50103","2008","G","2007pullus"
"3518.33","tk27282","2008-02-14",10,12,"A50103","2008","G","2007pullus"
"3518.34","tk27282","2008-02-18",32,34,"A50103","2008","G","2007pullus"
"3518.35","tk27282","2008-02-19",46,47,"A50103","2008","G","2007pullus"
"3518.36","tk27282","2008-02-22",1,1,"A50103","2008","G","2007pullus"
"3518.37","tk27282","2008-02-28",28,29,"A50103","2008","G","2007pullus"
"3518.38","tk27282","2008-03-03",1,1,"A50103","2008","G","2007pullus"
"3518.39","tk27282","2008-03-05",1,1,"A50103","2008","G","2007pullus"
"77","t176969","2008-02-22",1,1,"A50106","2008","G","2007/08winter"
"77.1","t176969","2008-03-01",3,3,"A50106","2008","G","2007/08winter"
"77.2","t176969","2008-03-04",1,1,"A50106","2008","G","2007/08winter"
"5476","tl37455","2008-09-14",44,59,"A5013A","2008","G","2008pullus"
"5476.1","tl37455","2008-10-03",4,5,"A5013A","2008","G","2008pullus"
"5476.2","tl37455","2008-10-07",7,17,"A5013A","2008","G","2008pullus"
"5476.3","tl37455","2008-10-08",41,46,"A5013A","2008","G","2008pullus"
"5476.4","tl37455","2008-10-09",1,2,"A5013A","2008","G","2008pullus"
"5476.5","tl37455","2008-10-10",2,2,"A5013A","2008","G","2008pullus"
"5476.6","tl37455","2008-11-26",1,1,"A5013A","2008","G","2008pullus"
"5476.7","tl37455","2008-12-05",8,8,"A5013A","2008","G","2008pullus"
"5476.8","tl37455","2008-12-17",1,1,"A5013A","2008","G","2008pullus"
"5476.9","tl37455","2009-01-24",1,1,"A5013A","2009","G","2008pullus"
"5476.10","tl37455","2009-01-26",1,1,"A5013A","2009","G","2008pullus"
"5476.11","tl37455","2009-02-20",9,9,"A5013A","2009","G","2008pullus"
"5476.12","tl37455","2009-02-21",5,5,"A5013A","2009","G","2008pullus"
"5476.13","tl37455","2009-03-11",18,20,"A5013A","2009","G","2008pullus"
"5476.14","tl37455","2009-11-12",2,2,"A5013A","2009","G","2008pullus"
"5476.15","tl37455","2009-11-15",1,1,"A5013A","2009","G","2008pullus"
"758","tb27306","2007-10-18",18,19,"A5014E","2007","G","2007breeder"
"758.1","tb27306","2007-10-19",11,11,"A5014E","2007","G","2007breeder"
"758.2","tb27306","2007-10-20",14,14,"A5014E","2007","G","2007breeder"
"758.3","tb27306","2007-10-21",22,22,"A5014E","2007","G","2007breeder"
"758.4","tb27306","2007-10-23",21,21,"A5014E","2007","G","2007breeder"
"758.5","tb27306","2007-10-24",15,15,"A5014E","2007","G","2007breeder"
"758.6","tb27306","2007-11-09",46,51,"A5014E","2007","G","2007breeder"
"758.7","tb27306","2007-11-10",30,30,"A5014E","2007","G","2007breeder"
"758.8","tb27306","2007-11-11",11,12,"A5014E","2007","G","2007breeder"
"2669","tj27543","2007-11-30",27,31,"A50176","2007","G","2007pullus"
"2669.1","tj27543","2007-12-04",32,34,"A50176","2007","G","2007pullus"
"2669.2","tj27543","2007-12-05",21,23,"A50176","2007","G","2007pullus"
"2669.3","tj27543","2007-12-10",12,13,"A50176","2007","G","2007pullus"
"2669.4","tj27543","2007-12-21",26,28,"A50176","2007","G","2007pullus"
"2669.5","tj27543","2007-12-23",1,1,"A50176","2007","G","2007pullus"
"2669.6","tj27543","2007-12-29",31,32,"A50176","2007","G","2007pullus"
"368","n199472","2008-01-29",32,36,"A50180","2008","G","2007breeder"
"368.1","n199472","2008-01-30",1,1,"A50180","2008","G","2007breeder"
"368.2","n199472","2008-02-08",33,35,"A50180","2008","G","2007breeder"
"368.3","n199472","2008-02-09",1,1,"A50180","2008","G","2007breeder"
"368.4","n199472","2008-02-15",39,40,"A50180","2008","G","2007breeder"
"368.5","n199472","2008-02-28",30,31,"A50180","2008","G","2007breeder"
